Variable,1947.0,1948.0,1949.0,1950.0,1951.0,1952.0,1953.0,1954.0,1955.0,1956.0,1957.0,1958.0,1959.0,1960.0,1960.3,1961.0,1961.3,1962.0,1962.3,1963.0,1963.3,1964.0,1965.0,1966.0,1966.3,1967.0,1967.3,1968.0,1968.3,1969.0,1969.3,1970.0,1970.3,1971.0,1971.2,1971.3,1972.0,1972.2,1972.3,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
"Royalties, net income less loss",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.858555e6,2.242081e6,2.064814e6,942189.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Other income, net income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.020864e6,4.079188e6,0.0,0.0,6.8531412e7,5.214241e7,0.0,8.984957e7,652621.0,1.35043243e8,1.44172755e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27159692e8,1.25474158e8,1.6243272e8,2.22707445e8,2.68058182e8,2.23291064e8,1.68001234e8,3.3794746e7,3.0715812e7,2.9758025e7,2.5262452e7,2.2500466e7,2.1093508e7,2.1318833e7,2.1870425e7,4.30062977e8,1.8511376e7,1.9770091e7,3.9479321e7,4.260731e7
"Other income, net loss",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,6.6021342e7,6.699501e7,4.256154e6,280769.0,7.861841e7,1.5063866e7,2.605633e6,1.07696794e8,1.24754833e8,1.45517755e8,1.52416377e8,1.61657252e8,1.62870485e8,1.73501912e8,1.31140527e8,1.26169276e8,1.54780536e8,1.65672564e8,1.71700242e8,1.49024899e8,3.8926548e7,4.3007488e7,4.5016373e7,4.8738126e7,5.4849389e7,6.0645941e7,6.3904867e7,1.31064669e8,1.22562946e8,1.13240964e8,1.1634906e8,1.17321622e8,1.26618186e8,1.25646321e8,1.53150406e8,2.0061024e7,1.7986595e8,2.24177049e8,1.85261326e8,1.79837729e8
Unemployment compensation,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,994089.0,2.082456e6,274144.0,7.089116e6,1.644572655e9,1.807137587e9,1.82109194e8,1.67640438e8,1.68966067e8,4.3838237e7,4.4281682e7,4.5007276e7,4.5926843e7,4.1052774e7,2.708064e7,3.3106103e7,3.7316169e7,4.5538743e7,5.518252e7,8.8219481e7,7.8972015e7,8.2697364e7,8.9694035e7,1.02747208e8,1.3269627e8,1.75488983e8,1.52675851e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.766232e6,1.44925513e8,0.0,5.17081772e8,5.4356498e8
"Income earned abroad, in adjusted gross income",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8761253e7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Dividends and interest in adjusted gross income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1442288e7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Windfall profit tax refunds,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,133595.0,6.4887065e7,3.214202e7,3.8975574e7,1.0382599e7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Net adjustment for windfall profit tax withheld,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,6.8647384e7,2.484835e6,2.945202e6,346484.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Farm rental income less loss,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.580831e6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Farm rental income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.10752e6,6.776069e6,3.0937152e7,7.693773e6,5.048869e6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Farm rental loss,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.110645e6,6.04955e6,9.8775563e7,385110.0,537640.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Capital gain distributions reported on 1040,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.518924e6,7.876787e6,7.1599542e7,0.0,NaN,1.86981636e8,2.20015823e8,2.27083888e8,2.09411465e8,1.6234328e8,4.4021921e7,4.7045252e7,4.9330982e7,4.9749182e7,4.965883e6,5.8126147e7,8.8921898e7,8.9101934e7,9.0593079e7,9.2740926e7,9.6272957e7,9.0659908e7,8.1890189e7,1.2477441e7,8.953959e6,6.963302e6,5.948886e6,6.350497e6,6.693961e6,6.969147e6,6.579258e6,2.09243963e8,1.0267022e7,NaN,2.8104316e7,3.2967328e7
Social security benefits in AGI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,9.5096003e7,1.10496952e8,0.0,464811.0,543568.0,467976.0,608053.0,57847.0,5.091374e6,6.091634e6,6.870734e6,8.465068e6,9.015799e6,1.2459427e7,9.7768201e7,1.10462387e8,1.24829069e8,1.44403839e8,1.67186633e8,1.6811021e8,1.74649879e8,5.837350365e9,6.055389434e9,6.301357591e9,6.475380882e9,6.784947852e9,7.112222959e9,7.217425529e9,7.577563943e9,0.0,8.273071046e9,8.416495535e9,2.1038506e7,2.3941453e7
"Partnership and small business corporation, net profit",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6163023e7,3.7886929e7,3.4482957e7,2.7602158e7,3.0143479e7,3.2501881e7,3.4477003e7,3.6769898e7,8.748061e6,8.757184e6,8.744858e6,8.816375e6,7.781579e6,9.678258e6,3.33029137e8,3.98690527e8,4.92020754e8,5.28224522e8,5.4740148e8,5.42454108e8,4.97773276e8,9.51670957e8,1.045509234e9,1.188027195e9,1.218549835e9,1.355304645e9,1.435848586e9,1.426595311e9,1.581523123e9,1.4183884e8,1.553106552e9,1.675331743e9,NaN,NaN
"Partnership and small business corporation, net loss",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.883821e6,3.135408e6,3.210103e6,1.16266e7,1.2095062e7,1.5453147e7,2.3309714e7,3.1393169e7,4.0569503e7,3.9890769e7,4.0666189e7,4.3959596e7,4.5236146e7,7.6697948e7,4.4007879e7,3.2740272e7,2.7857367e7,2.6523665e7,2.9415079e7,4.3674694e7,8.3538098e7,8.795589e6,8.777349e6,8.936487e6,9.229979e6,1.0052345e7,1.0077086e7,1.0468433e7,1.038166e7,1.509903802e9,1.0810673e7,9.659488e6,NaN,NaN
Foreign income exclusion,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2378254e8,7.072107e6,7.303049e6,7.788924e6,9.60969e6,1.116679e7,1.0657053e7,1.1096943e7,1.2284935e7,1.1982578e7,1.3170179e7,1.4936779e7,8.7575677e7,9.8046679e7,1.09396547e8,1.13845357e8,1.881848e6,4.192002e6,9.115329e6,3.22775121e8,3.3721062e8,3.56450905e8,3.5736349e8,3.74659e8,3.91975736e8,3.89078638e8,4.16010104e8,7.907550652e9,4.42854286e8,4.36378623e8,1.68152043e8,1.756023e8
Total taxable IRA distributions,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,3.3974231e7,3.4716129e7,3.5464254e7,2.7586208e7,2.0285055e7,1.9336423e7,1.9326824e7,1.7230102e7,4.3129155e7,6.2824777e7,7.5011556e7,7.9451741e7,8.079592e7,8.6369141e7,9.7019034e7,1.24079065e8,5.3068939e7,5.0157439e7,4.7800377e7,4.6536408e7,4.6614484e7,4.624556e7,4.6943304e7,4.9241288e7,NaN,4.8858437e7,5.1916142e7,5.6765983e7,9.4660459e7
Net operating loss,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.22710959e8,1.10226167e8,1.24841401e8,2.595138e6,2.743634e6,3.657121e6,5.856183e6,3.64828909e8,420312.0,8.8335605e7,1.01672181e8,1.12277199e8,1.24705552e8,1.47959327e8,1.62150226e8,1.35202708e8,1.90745678e8,2.01612206e8,2.23597024e8,2.43327448e8,2.61155939e8,2.77411075e8,2.85939053e8,3.09539629e8,3.4970717e7,3.60038769e8,3.74166924e8,0.0,0.0
Gambling earnings,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.21053045e8,2.38786811e8,2.59711251e8,3.5784096e8,1.3498758e7,1.5436171e7,1.8138463e7,1.9125097e7,2.0612089e7,2.1897797e7,2.0488202e7,1.0327231e7,1.3796728e7,1.242487e7,1.0013641e7,9.228543e6,6.954736e6,5.424398e6,6.247497e6,2.9715021e7,5.46027e6,4.953787e6,1.03535203e8,1.33596569e8
Ordinary dividends,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.207108793e9,6.78880513e9,7.422495663e9,8.030842945e9,8.687718769e9,8.26286017e9,7.626430723e9,1.19299058e8,1.2434325e8,1.34027907e8,1.3988207e8,1.45184115e8,1.50092952e8,1.5341391e8,1.1219164e7,3.2554968e7,262314.0,1.37166853e8,6.955173e6,4.047572e6
Qualified dividends,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.0994736e7,1.10500411e8,1.18980474e8,1.371958e8,1.55872285e8,1.58975193e8,1.23570203e8,8.089142092e9,8.374142977e9,9.100131381e9,9.093628703e9,9.771035412e9,1.0210310102e10,1.022593848e10,1.1009900155e10,1.1643439106e10,1.1966873976e10,1.2591788823e10,1.479561407e10,1.4833956956e10
Cancellation of debt,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9888233e7,2.2891602e7,2.4461966e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406148.0,0.0,0.0,1.05580403e8,1.33172174e8
Health savings account,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.39611242e8,1.20111673e8,1.11789613e8,1.00648711e8,9.389428e7,9.5881223e7,9.6640233e7,1.06055367e8,0.0,1.53253476e8,1.27375994e8,4.08382461e8,4.3777558e8
Repatriated deferred income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9637956e7,1.28582739e8,8.8112985e7,NaN,NaN,NaN
IRAs plus pensions and annuities,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.52362886e8,NaN,NaN,NaN,NaN
Limitation on business losses,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.1317136e7,3.2497151e8,NaN,NaN,NaN
Global intangible low-tax income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.62564243e9,3.6212816e7,NaN,NaN,NaN
C4Services,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3786045e7,NaN,NaN
