Tax year,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
    Addendum (R.9): NLTCG-NSTCL (1984),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Total deductions [ =sum(l.89:l.107)  ],18.800865,23.03463,NaN,29.100212,34.282732,39.070852,44.994234,49.252616,54.89239,59.815392,71.008177,75.775162,NaN,88.12099,107.215254,NaN,124.765679,NaN,159.553539,188.868315,208.904343,207.795816,210.628257,239.989612,295.166353,378.120177,422.889228,475.317097,948.039189,1230.451233,1431.417891,1587.774578,1653.544441,1775.218647,1943.065132,2136.522726,2327.562043,2524.235678,2782.571586,2935.284231,3162.169414,3477.03175,3617.587204,3759.078454,4059.628006,4518.457226,4967.817445,5517.526275,5802.941412,5884.131516,5170.27835,5413.607772,5936.230728,6192.398601,6507.752631,6957.044701,7045.542365,7202.766393,7634.295869,7898.06084,8060.676734,7738.838003,8958.31291,9924.326118
    Cost of Sales and Operations (1959-1993),14.346693,17.275261,NaN,21.493296,25.082324,29.017749,33.476283,36.378651,40.805087,43.976948,51.781393,54.362453,55.57511,63.397274,77.68957,NaN,89.009826,NaN,112.993516,135.415481,150.357861,144.527799,141.783813,157.797391,191.912929,250.668947,280.594984,306.147915,652.887817,851.245375,979.932708,1071.813435,1115.192717,1176.459501,1296.129266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Cost of Goods Sold (1994-2019),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1437.630127,1558.01488,1686.903273,1846.213271,1933.927048,2059.319673,2264.680905,2318.618935,2386.82412,2576.43039,2916.564226,3225.118818,3577.640841,3771.707473,3788.53758,3198.265692,3405.244877,3798.271989,3979.469222,4193.164145,4484.922036,4448.049578,4500.704133,4775.701518,4934.907284,4998.407338,4720.449467,5568.665056,6210.40178
    Compensation of officers,0.880848,1.095092,NaN,1.493367,1.748466,1.98429,2.230786,2.561763,2.806828,3.238876,3.942997,4.381495,NaN,4.536821,5.191833,NaN,6.000435,NaN,7.755714,8.763494,8.773515,9.330711,8.830154,9.436935,11.727877,13.820311,15.282342,19.774733,34.448476,46.620278,54.576367,63.449505,65.113721,75.648363,81.477462,82.841415,88.534774,98.748923,108.270276,118.740561,131.111982,142.173038,143.262179,151.988774,160.75461,173.784175,191.364155,212.457485,224.487119,231.091693,219.131894,221.710205,235.037095,247.064024,253.983002,263.438744,272.857766,278.326072,293.207662,288.973155,293.662665,303.082899,340.098041,349.956774
    Salaries and wages (1993-2019),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,174.338319,191.932297,214.023087,229.323211,281.93498,304.673213,335.790495,371.543914,NaN,418.993431,449.732962,490.131058,538.884702,588.888215,611.198408,618.226025,596.509858,610.707675,639.75393,686.31071,730.341569,783.045336,838.237834,875.489138,925.123923,944.51933,971.922948,967.030916,1072.302049,1164.295039
    Repairs,0.075521,0.090242,NaN,0.138986,0.158951,0.189851,0.244401,0.243552,0.284554,0.322574,0.387034,0.44167,NaN,0.522821,0.643944,NaN,0.802893,NaN,1.091368,1.210226,1.466059,1.491985,1.712758,1.905391,2.231018,2.550884,2.710339,3.168734,5.292068,6.595963,7.931776,8.931686,9.534259,10.394975,12.241755,13.740949,14.923736,16.881022,18.504868,18.852368,20.333638,21.824808,23.000445,24.610355,26.225941,28.546066,31.87628,35.510962,36.804788,37.331809,34.661233,36.197752,39.171195,40.699195,42.979566,46.007574,49.885644,50.492117,51.727722,NaN,55.490093,54.494244,62.61774,71.414113
    Bad debts,0.041846,0.054225,NaN,0.074458,0.089687,0.091112,0.121571,0.116548,0.109844,0.119864,0.153517,0.177646,NaN,0.195375,0.239768,NaN,0.295322,NaN,0.298834,0.381148,0.390179,0.405929,0.478659,0.584567,0.703205,0.904445,1.003316,1.139723,2.286225,2.607354,3.386988,5.124415,5.483096,4.978236,4.61584,4.550152,4.904519,5.445328,5.978012,6.28784,6.568655,7.422262,9.608485,8.844398,8.990922,9.653739,9.013033,10.106964,11.631546,15.903851,18.552339,15.727284,13.793266,12.2388,12.036519,11.91336,12.030252,12.798595,12.807805,NaN,11.981239,11.926096,10.4859,11.539038
    Rent paid on business property,0.274605,0.315868,NaN,0.460583,0.544639,0.628606,0.719951,0.762155,0.870441,0.966347,1.14865,1.279238,NaN,1.461153,1.939409,NaN,2.432543,NaN,3.034312,3.6105,3.923446,4.27252,4.554801,5.489463,6.556693,7.851469,8.708598,10.827675,18.26905,23.177136,28.26436,32.449639,35.261862,37.335925,39.464151,42.859713,48.007962,53.480778,58.1764,68.307705,77.617605,87.994131,97.040772,105.573552,112.50539,117.668535,128.79109,142.905107,153.013485,159.392195,156.417815,156.757769,159.846339,166.243987,168.701179,179.61729,188.637786,193.755265,201.405186,209.974766,219.229617,210.825616,228.720065,249.866093
    Taxes paid,0.28674,0.362284,NaN,0.520955,0.670234,0.739068,0.872119,1.057297,1.073998,1.143429,1.368202,1.549661,1.689567,2.007745,2.428074,2.62458,2.840616,3.315705,3.675486,4.105569,4.39152,4.391791,4.687576,5.320249,6.807895,8.280204,9.171552,10.833878,19.226129,24.315271,28.944462,33.663414,35.816458,39.656425,43.075069,46.944089,50.6058,53.897108,59.433721,62.621621,66.861519,71.91708,76.968469,80.827691,89.22291,100.562982,105.122787,113.370213,116.676433,105.684133,108.316619,116.004085,123.500386,132.504653,139.695178,145.177739,152.894126,156.701708,162.816572,164.318899,172.327443,166.711086,202.493527,231.57767
    Interest paid,0.089656,0.12472,NaN,0.183151,0.224826,0.278575,0.313628,0.361294,0.396526,0.457647,0.634792,0.745919,0.779299,0.907861,1.239847,1.593847,1.670545,1.755611,2.055696,2.49067,3.301141,3.92371,4.677645,5.212068,5.403386,7.322208,8.093848,8.758641,13.072055,17.279458,22.932763,24.888751,24.105288,20.951115,20.511607,22.690239,27.807346,28.529779,33.534784,37.153707,40.351393,47.409313,49.42035,38.783242,37.154873,39.14088,50.52749,66.607001,75.343546,66.52193,52.715765,47.561234,44.022709,42.756599,40.19547,40.249448,41.420947,44.308262,48.444988,50.93809,56.656571,55.416856,51.094118,56.958435
    Contributions or Gifts (1959-1983),0.006954,0.007512,NaN,0.008739,0.011564,0.013494,0.015842,0.017045,0.020537,0.019825,0.024212,0.023205,NaN,0.030227,0.034163,NaN,0.037452,NaN,0.043071,0.051289,0.051254,0.046966,0.056865,0.10203,0.024778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Amortization,0.003986,0.0051,NaN,0.005996,0.00617,0.010342,0.009671,0.007942,0.009676,0.008047,0.013749,0.00966,NaN,0.014275,0.024323,NaN,0.022367,NaN,0.045578,0.130672,0.051221,0.049567,0.181633,0.078984,0.225619,0.304579,0.2841,0.732138,1.269254,1.668711,2.174269,2.955761,3.137116,3.504061,3.697911,3.580368,3.070907,3.232667,3.56979,3.659562,4.235894,4.47258,5.809155,5.487574,5.712477,6.338037,6.795752,7.209727,8.23044,9.509851,10.167474,10.146606,10.399825,10.552965,10.347551,11.242153,11.605908,12.078585,12.129178,13.560777,14.905837,13.86013,14.991344,16.551868
    Depreciation,0.295201,0.382341,0.442765,0.515483,0.605476,0.703433,0.792852,0.892452,1.006408,1.070015,1.238223,1.436919,1.483938,1.693954,2.059574,2.366678,2.539133,2.849387,3.270182,3.74045,4.342964,4.828598,5.198426,6.479363,8.186053,9.962856,11.468207,12.85597,20.179878,24.686446,27.896318,29.261862,29.626045,31.426221,33.795087,37.042527,41.283783,44.778017,48.746061,51.4859,56.874046,61.551752,67.038799,78.299503,82.261523,86.58853,66.795074,76.305065,82.440013,105.468761,90.415004,89.426819,109.851286,82.560798,89.155046,96.034247,101.856607,106.959775,125.058942,162.886998,171.137445,160.094897,182.645391,207.673956
    Depletion,0.007027,0.020333,NaN,0.01,0.017115,0.013711,0.030085,0.018364,0.021924,0.033203,0.024877,0.031308,NaN,0.018952,0.035677,NaN,0.072298,NaN,0.045135,0.035081,0.058212,0.082505,0.141879,0.101361,0.061183,0.094622,0.064864,0.096447,0.176541,0.209247,0.28695,0.247128,0.222822,0.2611,0.249912,0.298279,0.255183,0.216613,0.350952,0.495092,0.691031,0.597561,0.394116,0.343638,0.388873,0.504071,0.610901,0.741652,0.663554,0.694877,0.520615,0.55512,0.826821,0.81362,0.774513,0.709015,0.847664,0.634746,0.705307,0.794042,0.60323,0.325515,0.622463,0.773244
    Advertising,0.147528,0.183131,NaN,0.238317,0.278037,0.303676,0.339464,0.36517,0.407749,0.4564,0.554475,0.574563,NaN,0.663268,0.812145,NaN,0.999576,NaN,1.305322,1.629714,1.644546,1.875806,1.887253,2.234814,3.059124,3.714528,4.342174,5.155965,10.031353,12.950192,15.470987,17.01741,17.179487,18.252436,19.61859,21.537847,23.417922,25.016854,27.680184,29.455959,31.483025,33.237212,34.456718,36.889977,40.398858,43.879971,47.567044,51.460851,52.547587,51.461038,46.88164,49.149598,48.948327,52.397079,54.233528,58.539397,62.165459,64.085389,70.101139,70.974424,74.52006,66.633798,76.994233,83.08596
"    Pension, profit-sharing, stock bonus, and annuity plans",0.023587,0.028906,NaN,0.039303,0.064295,0.065072,0.090095,0.131611,0.134563,0.201595,0.306517,0.337147,NaN,0.237361,0.253578,0.327758,0.318631,0.343717,0.369085,0.398334,0.370672,0.36569,0.372,0.468545,0.741261,1.104697,1.49252,1.762926,3.480002,4.257531,4.487243,4.712688,5.203636,5.851011,6.924578,7.160417,7.857924,8.525203,10.059851,10.704288,12.060415,13.162205,14.629966,16.0969,17.974203,19.033753,20.934802,23.151253,24.567582,24.042313,22.331544,22.76951,24.346338,26.243096,27.579369,30.137188,31.129469,34.312161,35.290163,36.739665,37.43434,37.906333,43.039328,44.385977
    Employee benefit programs,0.034709,0.05045,NaN,0.043664,0.075375,0.067194,0.08129,0.090721,0.106826,0.099645,0.121158,0.150096,0.405599,0.211709,0.238038,0.274393,0.323752,0.379336,0.502732,0.532018,0.654177,0.725267,0.711707,0.980352,1.330172,1.716484,1.893052,2.181589,5.014431,6.606922,8.325086,9.936608,12.801337,14.028365,15.307833,16.125736,16.759491,17.847342,19.856378,22.010877,24.189995,27.602953,32.180869,34.87307,39.766082,42.818682,47.211437,51.263762,53.097913,55.651936,53.883625,55.255757,57.941692,61.465956,66.400118,70.575493,75.354629,77.921581,80.930325,83.117751,87.912213,85.859544,90.256986,94.162156
"    Net loss, noncapital assets",0.011856,0.007204,NaN,0.011304,0.0326,0.024452,0.013593,0.027991,0.02334,0.040152,0.051561,0.037887,NaN,0.049517,0.049884,NaN,0.105461,NaN,0.079532,0.089881,0.101065,0.140774,0.275304,0.29727,0.196336,0.350423,0.247516,0.284202,0.240591,0.280077,0.436231,0.530209,0.568349,0.357874,0.455795,0.540816,0.52593,0.550963,0.5878,0.641708,1.39886,0.90985,1.059332,0.853848,0.91549,1.021117,1.007114,1.314476,1.670812,2.331493,3.113856,2.077855,2.326577,1.77877,1.956856,1.644364,2.123491,2.105658,2.124414,1.82766,1.548379,1.995927,1.744331,1.832087
    Other Deductions (includes salaries and wages) (1959-1992 & 2001),2.274108,3.031961,NaN,3.86261,4.672973,4.940227,5.642603,6.22006,6.814089,7.660825,9.25682,10.236295,NaN,12.172677,14.335427,NaN,17.294829,NaN,22.987976,26.283788,29.02651,31.3362,35.077784,43.500828,55.998824,69.473521,77.531818,91.596562,162.165324,207.951276,246.371383,282.792068,294.298248,336.113042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,744.098618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
    Other deductions (1993-2019),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,191.161958,207.047756,227.568799,250.858598,259.674259,266.266785,293.281188,320.532186,NaN,369.788383,411.192503,442.221403,496.196965,558.592701,578.860715,612.28203,558.393376,574.315625,628.192953,649.299127,676.209023,733.791317,756.445205,792.093207,836.721028,868.611116,892.937313,882.224678,1011.542337,1129.851929
    Addendum (D.1): Other Deductions w/S+W (Consistent Series),2.274108,3.031961,NaN,3.86261,4.672973,4.940227,5.642603,6.22006,6.814089,7.660825,9.25682,10.236295,NaN,12.172677,14.335427,NaN,17.294829,NaN,22.987976,26.283788,29.02651,31.3362,35.077784,43.500828,55.998824,69.473521,77.531818,91.596562,162.165324,207.951276,246.371383,282.792068,294.298248,336.113042,365.500277,398.980053,441.591886,480.181809,541.609239,570.939998,629.071683,692.0761,744.098618,788.781814,860.925465,932.352461,1035.081667,1147.480916,1190.059123,1230.508055,1154.903234,1185.0233,1267.946883,1335.609837,1406.550592,1516.836653,1594.683039,1667.582345,1761.844951,1813.130446,1864.860261,1849.255594,2083.844386,NaN
Net income less deficit [ = l.65 +l.66+l.67- l.88 ],0.249619,0.22099,NaN,0.466213,0.52945,0.720999,1.045906,1.262972,1.440467,1.523471,1.549811,1.229257,NaN,2.003058,2.597291,NaN,2.109087,NaN,3.104247,3.555142,1.791725,0.198557,-1.079321,-0.827779,1.077338,2.154268,1.836066,1.764513,24.151513,33.403456,32.469877,32.25011,29.074912,46.196309,54.133891,73.951541,76.899029,93.138842,111.722678,124.859425,137.348605,139.109127,142.552181,150.611468,171.574616,217.37883,282.903509,295.929473,287.198354,240.026386,220.889166,269.011547,292.508717,378.357265,380.943325,420.779946,457.048244,485.517643,479.998493,488.811689,510.640083,553.563561,755.345288,763.268999
Total income less deficit,0.395299,0.382479,0.564447,0.707097,0.799453,1.040197,1.447857,1.655084,1.853187,1.94753,2.250954,1.851508,2.160592,2.875101,3.670577,3.549831,3.242098,3.671196,4.750479,5.348741,3.795578,2.518912,1.870746,3.047943,5.075351,6.906667,7.60245,8.293241,30.017036,43.536518,44.779347,44.831241,44.745093,58.329739,66.233497,91.676443,99.128672,125.245496,153.063011,181.788303,193.756411,198.535888,187.686917,183.478933,213.68178,275.398651,361.042566,386.20231,400.730264,317.090536,272.466326,334.093927,375.437189,475.99805,446.185575,506.756993,559.607011,581.17355,578.057058,592.359332,627.786881,674.543864,1017.084896,915.046548
Portfolio income,0.14568,0.161489,NaN,0.240884,0.270003,0.319198,0.401951,0.392112,0.41272,0.424064,0.701143,0.622251,NaN,0.872043,1.073286,NaN,1.133011,NaN,1.646232,1.793599,2.003853,2.320355,2.950067,3.875722,3.998013,4.752399,5.766384,6.528728,5.865523,10.133062,12.30947,12.581131,15.670181,12.13343,12.099606,17.724902,22.229643,32.106654,41.340333,56.928878,56.407806,59.426761,45.134736,32.867465,42.107164,58.019821,78.139057,90.272837,113.53191,77.06415,51.57716,65.08238,82.928472,97.640785,65.24225,85.977047,102.558767,95.655907,98.058565,103.547643,117.146798,NaN,NaN,NaN
