Tax year,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
     Repairs and maintenance,0.0013072709186992256,NaN,NaN,0.0014255402387907121,NaN,0.0017186921111382151,0.0005925646101811608,0.0005831866185336455,0.0005486087377182077,0.0005703827979551284,0.0005757160843599382,0.0005543328709234434,0.0005177620352548755,0.0005318949637138834,0.0005648339649530805,0.0005853217698583164,0.0005806086556484932,0.0005899523137413201,0.0006243600149827391,0.0006088016087306627,0.0006621349732824992,0.0007359087351832414,0.0008940189461981694,0.0009420547717117095,0.0010237197508257561,0.0011025375009072328,0.0011930590348886295,0.0012384440706414467,0.0012456243426192232,0.0012699714402551944,0.0013241247141215827,0.0014016855459519878,0.0013379023047032283,0.0015208719621077028,0.0015084342405654015,0.001561822067435707,0.0015944833539447984,0.0016746340740139178,0.0016855839304606337,0.0017357931315622355,0.0017949533148886043,0.00181450905941442,0.0018619959757500751,0.0018818927160804853,0.001741713433186713,0.0018600264015242653,0.001837810352468816,0.0018816407335760185
     Depreciation,0.005999649831681805,NaN,NaN,0.006174420043553344,NaN,0.007551232681682438,NaN,NaN,NaN,NaN,0.005203047306751196,0.005556423869084649,0.003976630695036162,0.0037810324499211105,0.003475022068285835,0.003258883233408417,0.0031000730903818353,0.0030325290434053383,0.0030169914700741074,0.0029930902471115247,0.0031416761205112892,0.0035435220723779473,0.004402554365161529,0.004698285422733351,0.005371136036195803,0.005747039299374341,0.006822897885631249,0.007584979121809392,0.007294121390133942,0.007385553690061123,0.005432403237714715,0.005690072434872998,0.005431147554121712,0.008784054177351149,0.008657903779558418,0.008642490971641848,0.011042983238429994,0.008418978871008129,0.009337204957879963,0.009536969894261392,0.009621916052669856,0.009968149600053986,0.011555746191815645,0.012618761895762092,0.012812455832135793,0.012979829879195506,0.010777617636949385,0.01040503966015386
     Amortization,9.83765247159482e-5,NaN,NaN,9.471342690654317e-5,NaN,0.0002041618209033891,0.0002923130698983892,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Depletion,0.0002330898377593026,NaN,NaN,0.00010483505053370069,NaN,0.00012970044870922164,9.63087157289227e-5,0.00013932757120739377,0.00010330216690084144,6.873392769440756e-5,5.5795845059402226e-5,6.793516770237603e-5,5.9273791170936816e-5,6.0132861307629344e-5,5.534424753349239e-5,6.101781208033883e-5,4.960759997070539e-5,4.8702465382487716e-5,3.1240089937259414e-5,3.9934894382451727e-5,4.239798977688927e-5,4.6050462262306946e-5,4.4591743658330486e-5,3.558374840846946e-5,4.175182418089927e-5,4.0077936176074185e-5,4.288745464083155e-5,4.6120964309255614e-5,4.2986003517669085e-5,5.691265000577874e-5,6.25370565380675e-5,5.868561609017875e-5,5.601514636911896e-5,7.379628868570336e-5,4.8200633413286454e-5,7.555001601106149e-5,8.067561673495416e-5,8.01184572138376e-5,6.522875881266179e-5,5.1222962927709905e-5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Retirement plans etc.,0.00011284144378552131,NaN,NaN,0.00011074677272783327,NaN,0.00013472685994189633,0.00011192217374208812,0.00012365881938124684,0.0001245091548299715,0.00013129440587792836,0.00016208813179321679,0.00018602786993100536,0.00015325315150822364,0.00018444446396577216,0.0002290241386278312,0.00020010333475093005,0.00021784782358407885,0.00021222064476214154,0.0002292910216271377,0.00022812778397735437,0.00025171717028923333,0.0002740600228759085,0.00028586874203735517,0.0003319688569238461,0.0003691372140379177,0.00041880500464737327,0.0005176887881217121,0.0005896240571508672,0.00067583099476714,0.0006504485972067568,0.000645680865163706,0.0007020758371181296,0.000670128106314202,0.0009233359797132838,0.0009361890644655809,0.000718491981943483,0.000869186919365025,0.0007871655355583898,0.0007580016756431005,0.0007541897956501704,0.0007365927305131522,0.0007941905394616822,0.0008596109177894343,0.000757695537814799,0.0007047146557504087,0.0008399440924308784,0.0007313773345255734,0.0007257892594378869
     Employee benefit programs,0.00016938116355590585,NaN,NaN,0.00019518591392495065,NaN,0.00025069199774472954,0.0001604298167687909,0.0001801010769519249,0.00016516145400791076,0.00021579482729028264,0.00023492508260583884,0.00025936172586830687,0.0002610020359551534,0.0003337740273063483,0.000412985546602193,0.00044309914367320324,0.0004951562398254405,0.0005105866622946978,0.0005248652085664059,0.0005196142954612695,0.000564596166706524,0.0006152715145392328,0.00070804712113666,0.0008621664764940085,0.0009680950563441292,0.0010879282236420577,0.0013620458991928598,0.0015239055190963435,0.0015592995212303986,0.0015697742755375293,0.0015376838773123835,0.0016553943470934234,0.001580066170023023,0.0020283513820237454,0.0019193623016111197,0.001904977157574428,0.0019320786408381888,0.0019966429739934305,0.002058095161196973,0.0024700511774725983,0.0022412360435373146,0.0024214201363228854,0.00247226110694305,0.002413426736628771,0.0022828862159680542,0.002591557229119,0.002491584190861829,0.002479337709627938
     Ordinary loss from other partnerships and fiduciaries,0.0006825783546124883,NaN,NaN,0.0008339746700011354,NaN,0.0016458343468167755,0.0021788461700364917,0.0026219884089576226,0.0025384844627381444,0.002482034558537433,0.003048419685829316,0.003292109779150329,0.0011351526142508621,0.0011073913221162936,0.0012481276521825446,0.0014357513419095698,0.001187522703730305,0.0010829889359843456,0.0008750266637642106,0.0009573913895474224,0.0009285916330497245,0.001500682759408318,0.0018890466650624794,0.0021726195067162894,0.002239890326950863,0.002444050172120599,0.0033572662413440878,0.0024571536853693825,0.002102833076563857,0.0021283995934910107,0.001820996108886153,0.0022630609218590343,0.002160081076517518,0.00725626881280272,0.006115299024379428,0.004293039504162776,0.004211870306489881,0.0035045026538131916,0.003620446874098637,0.0034172605871217046,0.004173630374475151,0.004334845686337395,0.005311440762443516,0.005630758788171248,0.006221890296844259,0.008056092034532785,0.006657606062975317,0.005762680230073644
     Rent net loss,NaN,NaN,NaN,NaN,NaN,NaN,0.0038999797632771143,0.004414479203083688,0.005380740927860413,0.006538231871157538,0.007484064108169226,0.008486054662482633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Royalty net loss,NaN,NaN,NaN,NaN,NaN,NaN,7.147429671151694e-5,6.0322287082109546e-5,3.238463659433391e-5,5.059177291137115e-6,2.8649597059584753e-6,8.18341041014003e-6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Farm net loss,4.045334333588145e-6,NaN,NaN,6.2412851851017115e-6,NaN,4.8888691344682245e-6,0.000747940547065036,0.0007524278595330028,0.000608629298868091,0.0006610366075203344,0.000667335333957597,0.0005693128987903173,0.0003451221006690744,0.0004315509894321292,0.00030998106913311517,0.0003101057093372221,0.0003011286382600949,0.00020679054900160683,0.00024856824881144856,0.0002649565624058285,0.00030058422076432095,0.00026090872898985054,0.000246032667595603,0.00029865934620548995,0.0002771407259677223,0.0003082468828261024,0.00032497978393164424,0.0003659894293294567,0.0003249067555830995,0.0003103982288570962,0.0003267765645384451,0.00041533658043963834,0.00039643682550806854,0.00040690210917339645,0.0005104201410312578,0.00042195463065215554,0.0004115319417025882,0.0003516644241376107,0.00046759837857271534,0.0003745962236325045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Net loss from other partnerships,0.0006825783546124883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
"     Net loss, noncapital assets",7.14165317430548e-5,NaN,NaN,8.228486234260177e-5,NaN,0.0002506720488907912,0.00017725966085248052,0.00013106449001417254,5.995754584844738e-5,9.657785429163221e-5,6.697520315263107e-5,0.00011589230660723539,0.0002106296013667778,7.708503375768031e-5,0.00012090637729146799,0.00017663853162023255,6.133177788253543e-5,9.04032880559518e-5,8.421914865790321e-5,9.160510240096519e-5,9.236939590554611e-5,7.564310312664666e-5,8.722267145684457e-5,9.417391965434147e-5,0.00012119553051279741,0.00017052523511962596,0.00042813507820738545,0.00032726010210531363,0.00019675972923549617,0.0001801724389131516,0.00022952617404277273,0.0002056990284087179,0.00019633876155605674,0.0007207627938568417,0.0008245367976263682,0.0004521769627969912,0.00047426103217670663,0.000254856690396254,0.00036460704818637966,0.00034254910996267746,0.0003544804189599366,0.00029326282977219835,0.00030894067346784145,0.00033006069368135457,0.0003347578470585537,0.0004438335570886764,0.0003678796930494408,0.00033483835147202716
     Other deductions,0.014538820609364095,NaN,NaN,0.020159250790632247,NaN,0.022358990475997154,0.0159838873279138,0.016145229558444028,0.014407053806261795,0.014427344324480826,0.015310083086366631,0.01564991415247211,0.014805424682532082,0.015319949553494189,0.01553247476770692,0.015449286148380786,0.015433651357417163,0.015800749103534226,0.0163703181674168,0.016971643981339428,0.018760895285957695,0.021454634031295453,0.025745913169631617,0.02977657222914244,0.032525951670264015,0.035363343911863014,0.039444994575185674,0.040425884802309575,0.0397177058338316,0.041965970587686405,0.04363594061812242,0.04615287266559797,0.04405270132541784,0.05314482349259594,0.047609416298460286,0.04671135255692897,0.04769775134598466,0.04932960126049205,0.0498009200220157,0.05029401070118828,0.05123910672079652,0.05138634754651617,0.054537350713350356,0.05374560482513121,0.05031120792022946,0.05436041196370705,0.05737254881795627,0.058355658694463866
Net profit (less loss),0.004592291311552468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Net profit,0.013313477207010014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
     Net loss,0.008721185895457546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
 Ordinary business income (loss),NaN,NaN,NaN,0.0061433981729027785,NaN,0.0028868637496775812,-0.0008527789323554018,-0.002187514523195094,-0.0007182206129930397,-0.0008668547480900225,-0.002047411153637757,-0.003793069790994078,0.003975797158313278,0.006375889106297067,0.005280209799382442,0.004280758774230507,0.004064286571457012,0.005869914039587278,0.00749692829062198,0.0077264473114360506,0.00796600843823534,0.011130486074656123,0.010826672691695719,0.009794695291761933,0.01115972812031599,0.011625102429510937,0.010793647736627226,0.011548289119295006,0.013484623247166443,0.01690261185954617,0.023696024916258263,0.025844397373603417,0.024668356543782508,0.007502162037803738,0.009518764417929548,0.016915012660998548,0.016394610497154696,0.024131215143131185,0.022961556472566896,0.025020966328183025,0.020767214562608542,0.018863369588575072,0.01830223410014898,0.018246650596838304,0.013585839951026886,0.01481002925762707,0.027879587383188107,0.03253241755951556
      Net income,NaN,NaN,NaN,0.014326142764986718,NaN,0.015770708572792492,0.015767553330312895,0.016016816850584772,0.016595344902832605,0.01726191242201766,0.01775641066711777,0.0175155755998682,0.012775745255359443,0.014408010941789055,0.01345168534346761,0.012818030220299896,0.011792517337652395,0.012557341065869856,0.01350533530439849,0.013458466831594311,0.014308611316942482,0.018558011758028677,0.019528696649113872,0.020130894290373513,0.02185128570022423,0.02346767188062143,0.025091092087274447,0.024424100484687315,0.024849916248052408,0.028425310357630344,0.03409731603871005,0.03736952526722904,0.03566903727093424,0.035542081029599326,0.03168968336726167,0.03322121133730672,0.033856748628758496,0.03834575651363944,0.03775540681618155,0.03919190933192368,0.03674868804454371,0.035390341130533284,0.03774274261881771,0.03718210253849197,0.0340147485267165,0.04074587814775394,0.048565237151613795,0.05129815935864565
      Loss,NaN,NaN,NaN,0.00818274459208394,NaN,0.012883845173094806,0.016620331950854387,0.018204331074717934,0.017313565515825646,0.018128767170107685,0.01980382182075553,0.021308645390862278,0.008799948097046166,0.008053128481612883,0.008171475544085167,0.008537271446069389,0.0077282307661953814,0.006687426872916036,0.006008406867973287,0.00573201952015826,0.006342602878707141,0.007427525683372554,0.008702023957418153,0.01033619899861158,0.01069155757990824,0.011842569548662408,0.01429744444514795,0.012875811365392308,0.011365293000885963,0.011522698498084176,0.010401291122451788,0.011525127821243592,0.011000680658063422,0.02803991905950103,0.022170918949332118,0.016306198676308167,0.017462138195707466,0.014214541308984821,0.014793850343614651,0.014170943060532579,0.015981473481935165,0.016526971595135803,0.019440508467679803,0.018935451941653664,0.020428908575689617,0.025935848890126872,0.020685649768425685,0.018765741799130087
Capital gains and losses allocable to partners:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
    Net short-term capital gain (less loss),NaN,NaN,NaN,0.0001049741048537612,NaN,-1.584708958470336e-6,0.28265673591326085,0.0003736725014646558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
    Net long-term capital gain (less loss),NaN,NaN,NaN,0.0015946579327512896,NaN,0.002235115792597715,0.0017295616114667695,0.002111443634750877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
Portfolio income distributed directly to partners:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
Portfolio income:,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
  Portfolio income (loss) distributed directly to partners,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006109419665246544,0.008001744124536565,0.008724087932813148,0.006479129969023052,0.005532581892974311,0.0049173138095681395,0.0064611815688980735,0.0061896610731421355,0.010123673827504018,0.013396183533458308,0.016360935381097078,0.01786393204232194,0.021462931925626497,0.026907481373437316,0.014457097850495879,0.01012589627625603,0.016488654513396383,0.029105001835118303,0.04105061584697278,0.05229070130446178,0.049911230084257345,0.025107950500823907,0.015338510935195976,0.04112434026220132,0.04267279175052494,0.05557709095070312,0.05394763713055923,0.06114200632684728,0.054415882705560456,0.04520205592017363,0.061934953020334076,0.05864255269378437,0.05360705603189455,0.06258522720707158,0.11092445086319044,
     Interest income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002794602916657656,0.0037767064176067776,0.003712056019767512,0.003488030978289305,0.0032269832281850543,0.00238797471353814,0.002380576007292494,0.002669131204204173,0.004089220601357453,0.004132704918865341,0.0047460085348360465,0.00567756614747931,0.006413524958333213,0.00803075411922717,0.008013808068453305,0.006425530336053043,0.006171447874341528,0.007198256457537393,0.01025692671105437,0.014005910065467378,0.013368575719547875,0.01659544706646548,0.012299242847819395,0.012132316289266556,0.010921481086982777,0.010226337750100437,0.009299852440804677,0.008736037734370324,0.008472577372015847,0.009630805311356665,0.010355059034467595,0.011656286519953317,0.012146158107281613,0.01111049651230316,0.009812127172938818,0.01286253152704546
     Dividend income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00047584834039275295,0.000544079200403022,0.0005741795738073377,0.0004741770448608989,0.0004664044874668913,0.0003859327914075475,0.00044360732334590983,0.0006104470885806361,0.0007057844439653711,0.0010955840875438276,0.0013675057871989583,0.001512866805100445,0.0017343779137160046,0.0020409061519359372,0.002213227569377946,0.0024037688162657006,0.0027303101746177917,0.004034420418564129,0.004985973752831559,0.006072704278929091,0.005796367861553652,0.006521022268183684,0.0054520367256209,0.00869452615730338,0.007711317476479724,0.009715035526705168,0.008838313828889506,0.009241705227435178,0.0087154910306461,0.008868978176075583,0.008900328225908676,0.008946462026800647,0.008674068158459928,0.009232318162273516,0.012024318242981382,0.011371746478378072
     Royalties ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00012112666483358615,0.00011245010444122513,0.00013599984401532905,0.00015286466333866831,0.00018008180731517642,0.0002276921080798555,0.0002710464399300203,0.00032593276792462875,0.0002971622497021826,0.0003670125386436623,0.00038479918279714305,0.00040680717706205477,0.0004899524170059469,0.0005812812312456443,0.0007490809095392721,0.0007305424193813438,0.0010182793971954664,0.0009870620066994096,0.0012498291114092378,0.001029269557426567,0.000982432983645138,0.0014983959904297007,0.001029746857781498,0.0012844301447587348,0.0015462718205671738,0.0014486263355967804,0.001640519284675863,0.0019713215559759925,0.0016290376632022083,0.0014888778799455227,0.0015848610720054382,0.0019630356832681757,0.0015613256315627376,0.0018157873573685418,0.0023173086759074413,0.0030882974125043647
     Net short-term capital gain (loss),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.534575708799713e-5,0.0006519515747154841,0.0017175128244215274,0.00040308401071649454,0.000467344058560644,0.0003315881243379358,0.0007538106765575685,-0.00014465182683804943,0.0005884753543604639,0.0010062232430031405,0.0014594582463621321,0.00012658393080208945,0.0019615417521356695,0.00128133416291482,-0.0010453741468119848,-0.00043597098683625414,0.001979776457803246,0.0022785775885072156,0.0032642666569114645,0.003953049900246699,0.0037731676604790252,-0.008492839134177421,0.004427361470284673,0.004872260900761919,0.0011316592490178677,0.003657155144250912,0.005352195524316167,0.0037515816834238803,0.0002780078555808004,0.0009216680236701973,0.00460800112094053,-0.0014292553013296144,0.0035108877064056973,0.003747602054915676,0.007941530145966528,-0.004788986741465447
     Net long-term capital gain (loss),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0025313039690312376,0.0028160719175897814,0.0024888967275125055,0.001817613326124608,0.0010976059449225568,0.0014566599190500723,0.0024774231730017924,0.0026435711701940216,0.004281632681911408,0.006595883476057962,0.008196899301805456,0.009932495712977543,0.010609314110473783,0.014420343398349734,0.004266204677804963,0.0008373630309079204,0.004322589458340062,0.014606685281958316,0.02129361976814983,0.02722976757477408,0.025990685928119966,0.008985924309922462,-0.007869876897240495,0.014140806770110727,0.021362062181581067,0.030529936132526393,0.02881675605187302,0.037441360125641907,0.03532076872945582,0.02429172652912566,0.036486703567011836,0.03750602381350272,0.027714616428184572,0.03667902302664466,0.07882916662539627,0.03716364310751255
     Other portfolio income (less deficit),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00010119201724331466,0.00010054048190773958,9.54431205442447e-5,0.0001433597779963053,9.636465881114216e-5,0.00012746599978804744,0.00013471809457351027,8.523053185048487e-5,0.0001613984962071398,0.00019877539321219227,0.00020626432809734059,0.0002076122689004975,0.0002542208777914048,0.0005528624073159253,0.00026015077213237774,0.0001646626604842774,0.0002662512383853637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
Net rental real estate income (loss),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00859827484467732,-0.0082641410057753,-0.007461797404273271,-0.0058969743142208205,-0.004640148168380364,-0.002598368456060563,-0.001224360539874338,-0.0003423919576640581,0.0005714524128999526,0.000942939175203843,0.0020199952154181054,0.0029642308787653994,0.003782739006218558,0.0034184055295547184,0.0040447664126266585,0.0036195042632939487,0.0026658559152267936,0.002337139143875567,0.0014192939181760962,0.0010945719771652054,0.0010447638381819052,-0.0008475180066001971,-0.0002530480761002142,0.000263168292370289,0.000526469941919515,0.002097944256080207,0.002543952812809766,0.0024330765126897576,0.0029740217815570455,0.0030317846192641253,0.00212832739703271,0.001960283040954244,-0.0004089365998541689,-0.0017150173136905194,-0.001781234440623216,-0.0025666184499989137
   Net income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027074154285649556,0.0030869262655262987,0.0031461402656702553,0.0032986060708914628,0.003273398462422596,0.0033973546112027815,0.0036432782746346573,0.0038535351400723126,0.004200599260525444,0.004478307772383472,0.005111379680356354,0.005937628885146859,0.006543439988404319,0.006462253164389024,0.007290089831447555,0.007203142745043785,0.006762206617233087,0.006812572459343372,0.0066748294392668505,0.0064788219215938985,0.006184005254028056,0.006522101357480523,0.0066470425920808355,0.006611582014477933,0.006578543592928391,0.0074044890571349645,0.007636586979330161,0.007827490959009977,0.008245326993101237,0.00866348650482988,0.00852634934287003,0.009080119997002398,0.007866131225179297,0.008433617597822457,0.009005050273659578,0.008804934742076777
   Loss,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011305690273242276,0.011351067271301599,0.010607937669943527,0.009195580385112282,0.007913221856833463,0.005995723067263344,0.0048676388145089955,0.004195927234962611,0.0036291468476254913,0.0035353687210474462,0.003091384464938248,0.0029733980063814595,0.002760700982185761,0.0030438477323862212,0.0032453234188208973,0.003583638481749837,0.004096350702006294,0.004475433315467805,0.005255535521090754,0.005384249944428693,0.005139241415846151,0.00736961936408072,0.006900090668181049,0.006348413722107644,0.006052073651008876,0.005306544801054758,0.0050926341072810855,0.005394414446320219,0.005271305156884505,0.005631701938743349,0.006398021894848395,0.007119836956048155,0.008275067825033466,0.010148634911512976,0.010786284756431279,0.011371553192075692
Other net rental income (loss),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3566649468664106e-5,0.00012221876779597123,0.00016308037819192495,0.0001431494862441692,8.438407185039483e-5,0.00018136667072065558,0.00021560272354586438,0.00020287746959203736,0.00019231181547980176,0.00012036520691747257,6.282655004598048e-5,3.739069209937705e-5,-0.00011592369028400698,-8.748065545522016e-6,3.916072390960098e-5,-0.00012658306606540992,-2.8599260678482427e-5,3.205637365562442e-5,0.00028180907152487993,0.00021159592034588769,0.00020196731735882563,-0.0002478705623654439,0.0002635661238478866,0.00016359165021980572,0.00013745838710562463,0.0002414237260189357,0.00026143450475315486,0.00015688535607796803,0.00010378147188587232,0.00021707805827126135,3.315376393616554e-5,5.68518427792954e-5,-0.000245220167779156,0.00031330371750434534,0.00012049303612188414,-9.97076371962371e-5
   Net income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00027621948770548783,0.000465439101923865,0.0004236114705454855,0.00036115562528759996,0.00041992640946625186,0.0003960167948632024,0.00039064649002800735,0.00041827477523714065,0.0004388725336395214,0.00036235349843592105,0.0003555730119735794,0.0003246440924494007,0.00030445495106929874,0.000449889434659337,0.0004766944665759901,0.0003950862229561644,0.0004398398282190382,0.0004960100500966015,0.000555305054444687,0.0004944582505132067,0.0004719580899236906,0.000547111002120399,0.0007468692471170358,0.0005461908990322329,0.0004620259501894007,0.0004750364987753761,0.0005104892379058359,0.0004514910094412027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
   Loss,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0002626526322727212,0.0003432203341278938,0.00026053109235356055,0.00021800630674020282,0.000335542337615857,0.00021465012414254684,0.0001750439122853649,0.00021539730564510331,0.0002465607181597196,0.0002419882915184485,0.0002927464619275989,0.0002872534003500236,0.0004203786413533057,0.000458637500204859,0.0004375337426663891,0.0005216692890215744,0.0004684390888975206,0.00046395367644097715,0.0002734959829198071,0.00028286233016731904,0.00026999077256486495,0.0007949816321912824,0.0004833031232691491,0.00038259931526215315,0.00032456756308377606,0.00023361277275644042,0.0002490547331526811,0.00029460565336323464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
Total net income (loss) [1],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00111614109776807,0.0027677428817069923,0.0024991713314355198,0.002785366243042261,0.0034761543644181536,0.006581978020427503,0.009718118339435441,0.011277674553150194,0.01398333845784724,0.01798786739504246,0.019614072406672674,0.020601169261169016,0.02371861960309711,0.02624056360814098,0.026113842192666385,0.02476571454870791,0.026308168586254906,0.03149154634173013,0.04188985740456257,0.04825844917293754,0.0460624642640699,0.031021638726211526,0.028310308896899013,0.03945304519491731,0.03723760914610584,0.04786058273763271,0.04554562946297848,0.04755999265794032,0.04266212388191562,0.04210089358031063,0.04130396359349957,0.04282956975900486,0.035313235080697836,0.035566917740169124,0.05037260002836593,0.057188666890248305
   Net income,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.018053579707592762,0.021271052001379565,0.020186891969980043,0.019506119758301996,0.01841601905383924,0.018685314095443373,0.020039294551523142,0.020711246898000833,0.023384400586982636,0.028261388345177985,0.03058835504582193,0.03286784881566074,0.03618126205201195,0.03999363054280227,0.04215386173919708,0.040237660841122624,0.040898566484382164,0.046347106651968256,0.055494664203631555,0.06304876746786582,0.06017975397375252,0.06291625256891364,0.05497545977650193,0.060096710997715394,0.05852787676095974,0.06570967578997623,0.06395403728628753,0.0656583857418655,0.06217345677531136,0.06239353864599108,0.06517174992257331,0.06688034531089367,0.062289023129174385,0.06903977351221723,0.07989856591886121,0.08529051967532507
