Tax year,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Addendum(IT.6): Personal Holding Company Tax,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.017729,0.025618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(IT.7): Recapture of prior-year investment credit,NaN,NaN,NaN,NaN,0.016155,0.029211,NaN,NaN,NaN,NaN,0.114434,0.077832,0.087942,0.107653,0.133341,0.179121,0.217138,0.304877,0.445735,0.570927,0.744915,0.867571,1.083547,1.181074,1.175071,1.382945,1.497597,1.319525,0.783953,0.552398,0.354889,0.1266,0.072693,0.025103,0.022864,0.054537,0.011605,0.017254,0.005006,0.003356,0.008754,0.009594,0.020924,0.009189,0.01074,0.009557,0.007174,0.001601,0.007586,0.000775,0.001437,0.013342,0.007697,0.021999,0.009212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(IT.8): Tax from recomputing prior-year WIN credit,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000259,0.000446,0.000608,0.000153,0.003839,0.000106,0.009171,0.004873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(IT.9): Alternative minimum tax,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.229107,3.352845,3.540918,8.104269,5.320587,4.856262,4.86309,4.459253,4.281827,3.848966,3.917084,3.324799,3.051869,3.874845,1.800595,2.532224,2.298776,3.438545,3.339891,3.681962,3.2039,2.309691,3.118447,3.223751,3.440855,3.471068,4.197924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(IT.10): Additional tax for tax preferences,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003053,0.265249,0.279066,0.3159,NaN,0.346785,0.15674,0.192933,0.263316,0.340519,0.432649,0.43882,0.524851,0.478457,0.561505,0.544863,0.725878,1.026194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(IT.11): Environmental Tax,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.487926,0.471779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.1): Foreign tax credit,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.619936,20.752819,19.987724,23.578926,26.006028,26.357629,36.827331,24.861315,21.828686,19.137201,19.951165,21.075296,24.263487,21.480508,20.812861,27.068104,23.996821,24.989922,21.09694,21.520683,22.895789,25.401339,30.420276,40.243751,42.199558,37.396469,38.389989,48.505841,41.063165,42.021526,50.03359,56.87218,82.051187,78.183457,86.579853,100.433672,93.565021,118.076558,107.103753,109.608973,118.279104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.2): U.S. possessions tax credit [22],NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.703429,0.837687,1.134422,1.376124,1.565681,1.945637,2.02698,1.583007,1.978578,2.450583,2.907256,2.666634,2.318021,2.793603,3.194481,3.47233,3.748561,4.722588,3.792925,3.056017,3.059299,2.722179,2.393331,1.485261,1.438549,1.268616,1.191217,1.081674,0.941968,0.883735,0.580694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.3): Nonconventional source fuel credit,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0e-6,0.000622,0.006787,0.033012,0.069695,0.043267,0.063544,0.052439,0.049517,0.082792,0.08179,0.244732,0.233331,0.690593,0.592083,0.732031,0.887374,1.083331,1.029728,0.886835,1.51699,1.806406,2.189943,2.104097,2.725372,3.418404,2.515479,1.758996,0.163185,0.040163,0.02184,0.020136,0.016338,0.009867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.4): Qualified electric vehicle credit,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9e-5,0.00012,0.000387,0.000787,0.000702,0.001191,0.001246,0.000231,0.006102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.5): Qualified zone academy bond credit,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00217,0.014542,0.028151,0.080289,0.103058,0.117895,0.135121,0.160712,0.151493,0.000571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.6): Prior-year minimum tax credit ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.468767,0.836681,0.667036,1.516063,2.313811,3.102567,3.339643,4.797001,4.673199,4.12599,3.432896,3.431478,5.169159,3.254175,2.027542,3.355062,3.737618,7.134874,5.877378,3.167257,1.934196,1.384446,1.540658,1.55901,2.821052,2.01807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.7): General business credit  ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.265475,19.607097,12.805999,7.959117,5.559174,3.882728,2.833701,2.206371,1.9181,3.078073,4.109836,3.388423,4.22803,5.086368,5.601399,4.763022,5.591686,6.741513,8.561641,9.627908,10.724914,13.499478,15.187647,15.780872,11.303583,13.333942,15.448643,19.364739,22.28613,27.750632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.8): Empowerment zone employment credit,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.019118,0.021645,0.023501,0.023401,0.059776,0.0929,0.113778,0.155144,0.153441,0.152762,0.325715,0.375171,0.288378,0.25348,0.294943,0.277964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.9): Investment credit ,NaN,NaN,NaN,0.833687,1.105552,1.318502,1.71629,2.006385,2.075041,2.384099,1.908788,0.865954,1.633612,3.024608,3.753016,4.221384,6.459746,9.152712,11.038404,12.897172,14.634672,15.102812,18.887286,17.312702,16.145173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.187934,0.315225,0.357607,0.359179,0.449893,0.418904,0.436833,0.495182,0.619928,0.926918,0.506699,0.51362,0.439492,0.513735,0.456628,0.254154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.10): WIN Credit,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001895,0.009031,0.007795,0.005321,0.009352,0.019327,0.018469,0.027943,0.036483,0.038223,0.02902,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.11): Work opportunity credit/jobs credit ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.703838,3.093915,1.293215,0.601444,0.472895,0.327285,0.449224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.261936,0.253886,0.266341,0.233563,0.258428,0.273875,0.304039,0.44872,0.822066,0.568968,0.876226,1.001971,1.245043,0.795003,0.88545,1.194524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.12): Alcohol fuel credit,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.0e-6,0.00048,0.0006,0.007178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01552,0.015817,0.011825,0.009224,0.008467,0.008112,0.011843,0.009271,0.015059,0.023206,0.01537,2.899334,2.356801,0.016521,0.006285,0.001871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.13): Research activities credit ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.639302,0.83922,1.227474,1.589048,1.627997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.342779,5.410932,7.235621,6.518136,5.818383,5.659746,5.764898,6.642687,7.647298,8.652004,8.712066,8.196197,9.072171,8.15756,10.87592,11.427529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.14): Orphan drug credit ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000236,0.000105,0.000204,0.00653,0.005154,0.008053,0.01419,0.015637,0.018475,0.017826,0.020486,0.021166,NaN,NaN,NaN,0.080392,0.109435,0.112954,0.134846,0.1469,0.173848,0.209488,0.232185,0.303951,0.381349,0.450163,0.533157,0.647799,0.749071,0.906464,1.023894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Addendum(TC.15): Employee Stock ownership credit,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01445,0.90988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Addendum(TC.16): Travel, entertainment and gift expense",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.093581,20.389975,23.157359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
